Ulasan,Tanggal_Ulasan,Label
"Bebeknya semakin kecil, tempat bersih, tpi lebih enak yg di pusat bebek nya besar cuman tempatnya yg kurang nyaman",setahun lalu,Negatif
"Rasa bintang 5, porsi nasi putihnya buanyaaaaaakkk.....penyajian cepat, tp di sini tdk menyediakan menu lai. Selain bebek goreng dan ayam goreng...",2 tahun lalu,Positif
"Enak daging bebeknya empuk gurih ,sambal pencitnya juga enak ga trll asem",setahun lalu,Positif
"Bebek terenak di madura, ada fasilitas musholla. Meskipun antrian panjang, kita tidak menunggu lama untuk antrian.",setahun lalu,Positif
"tak perlu diragukan lagi bagi para penikmat masakan bebek goreng, ini sungguh enak, bumbu dan kerenyahannya sampai terasa di tulang2 bebeknya. Anda dapat mengunyah bagian tulangnya (bagi yg doyan tulang ya) seperti memakan kerupuk, enak. …",8 bulan lalu,Positif
"Nyaman Tempatnya, Bebeknya Enak, Mushola Enak, Parkir Enak...
 Tapi Kalau Kondisi Ramai Terasa Kurang Kamar Mandinya Sampai Antri2...",setahun lalu,Positif
"Makanan enak khas Bebek madura dengan sambal pencit nya yang menggugah selera,",3 bulan lalu,Positif
bebeknya sesuai selera saya agak kering tidak berminyak dan ada topping kremes. Tempatnya cukup luas dan berada di pinggir jalan. Parkir cukup luas. Mantabb,setahun lalu,Positif
"Bebek Terbaik
 
 Rela nyebrang suramadu hanya untuk sekedar makan bebek yang asli dari asalnya",3 bulan lalu,Positif
Gk se enak kta orng2. Ksni pas dpet bebek bagian leher. Jdi cmn dikit dagingnya. Tulang doang kebanyakan,6 bulan lalu,Negatif
"Rasanya lumayan, kasih sambalnya sedikit banget.. Pelayanannya bagian kasir ditambah. Tolong kasih menu yg disediakan",6 bulan lalu,Negatif
Mantap lah jangan diragukan lagi bagi wisatawan yg dari luar madura boleh lah mampir sini,setahun lalu,Positif
"Tepatnya bersih, strategis, tersedia mushola, toilet dan cocok untuk makan rame-rame disini.
 Bebeknya mantap.",setahun lalu,Positif
Makanan enak tapi kalo sudah sorean tempat kurang dijaga kebersihannya,4 bulan lalu,Campuran
"Baru dibuka cabang bebek sinjay baru, tempatnya lumayan luas, rasa masakannya enak, harga terjangkau, untuk fasilitas karena masih baru, belum begitu lengkap, porsinya juga banyak..",2 tahun lalu,Positif
"Bikin ngiler terus bebek sinjaynya .. 🤤🤤 tempatnya juga nyaman, , di lengkapi kamar mandi dan musholla, , baik untuk mampir makan dan sholat ...👍👍👍 …",setahun lalu,Positif
"Makanan enak sih, pernah merasakan yg bukan di madura, dan memang beda sih yaaa.. lebih jos yg di madura ini.. sukses terus sinjay",6 bulan lalu,Positif
Mending cari tempat makan yang lain yang lebih ramah.. Kasir nya sok soan...serasa di pemakaman,5 bulan lalu,Negatif
Rasa Bebek ter enak.. Dengan bumbu mangga muda..,setahun lalu,Positif
"Lumyan rasa bebek nya,tapi nasi nya kok kering yaaa",8 bulan lalu,Campuran
Mantap dan terbaik makanan berlemak ini 😄 …,setahun lalu,Positif
"SANGAT MENGECEWAKAN. Jujur saya pelanggan disini, tiap lewat pasti mampir. Biasanya saya beli makan ditempat dan bawa pulang. Hari ini juga sama sperti biasa ,tapi porsi bebek yg bawa pulang amat sangat kecil. Saya hafal betul, biasanya …",10 bulan lalu,Negatif
"Bebek sinjay yg dahulu sudah beda dg sekarang. Entah karena jd tujuan wisata kuliner atau bgmn, yg pasti segalanya beda.
 Toilet... Kurang terjaga kebersihannya. …",10 bulan lalu,Campuran
"Pas ujan deres, pas laper
 Penyajian nya mirip restoran fast food, jadi setelah bayar ambil pesanan sendiri. …",setahun lalu,Positif
Kemarin pas makan di sana bikin gk mud az..masak ngantrinya lama tapi dapet ikannya tulang punggung gtu🤮gk bisa di makan.jadi hilang selera makannya..kadang minta paha malah di kasih yg lain 😭 …,7 bulan lalu,Negatif
"Kalo yang baru coba sinjay yang di jawa. Saran gue harus cobain yang disini, karena rasanya beda. Juauh lebih uenak!!",setahun lalu,Positif
Buat anda yg gemar dengan wisata kuliner wajib deh merasakan bebek sinjay yg di lokasi baru krn rasanya jauh lbh enk drpd yg lama,6 bulan lalu,Positif
"Tdk antri, langsung dilayani . Bebeknya empuk. Sayang sambelnya pencitnya kurang banyak 😁😁 …",5 bulan lalu,Positif
"pelayanan sangat lama,, pegawai lelet, pegawai sering main handphone saat kerja, menelantarkan para pengunjung, pada ngilang semua pegawainya kalo konsumen nungguin,, mau makan aja nunggu satu jam lebih",setahun lalu,Negatif
"Cabang baru bebek sinjay, nasinya banyak dijamin kenyang cocok yg dr perjalanan jauh",setahun lalu,Positif
"sengaja mampir buat sarapan dan emang pertama kali nyoba bebek sinjay, ekspetasi bakalan disambut ramah, tp ternyata tidak. semua pelayan yang ada disini sangat tidak ramah, kasirnya cuek dan menolak meberikan daftar menu. untuk …",11 bulan lalu,Negatif
"Bebeknya juara.... Empuk, sambel pencit mantul... Tambahin AC yg duingin biar krasan...",10 bulan lalu,Positif
"Lokasi ke 3 ini lebih luas parkirnya, dan lebih nyaman
 
 Mushola lebih bersih dan artistik",setahun lalu,Positif
"Enak, rekomen, harga standar, kalau suasana ya rame. 😂 …",9 bulan lalu,Positif
Semoga bebeknya bahagia jadi santaman mantul dan jangan lupa selalu bahagia,sebulan lalu,Positif
Rasanya enak bgt.. Bebek nya empuk dan tidak amis sama sekali.. Jika ke madura menyebrangi suramadu pasti Nyesel klo gk mampir ke resto ini.. Oh iya jgn beli pas jam makan siang.. Innalillahi penuh nya.. Antrian nya panjang bgt.. Rasa ngantri sembako... 😌🤣🤣 …,11 bulan lalu,Positif
Tempat nya masih bersihan dan nyaman yg sinjay yg baru. Yg lama kurang nyaman,7 bulan lalu,Positif
Enak parah walaupun jauh,2 bulan lalu,Positif
Tempat yg baru...arah pasar tanah merah..biasa porsi dikit.... menu ayam bebek aja.....enak yg gedung baru arah bangkalan..porsi banyak sambal banyak..gedung luas..saya sarankan yg gedung baru bangkalan.. menu banyak pilihan,7 bulan lalu,Positif
"Bebeknya enak dan gemuk, rasa sambel nya pedas seger bgt. Rasa nya mantap",setahun lalu,Positif
"Menang namanya tapi pelayanan buruk..
 Cukup sekali makan di sini,,masih ada nasi bebek yang lainnya yg gak kalah rasanya..😡😡😡 …",6 bulan lalu,Negatif
"Nasi harus ngambil sendiri kayak pelayan, parkir juga harus bayar",8 bulan lalu,Negatif
Yang disayangkan gak ada tisunya saja,4 bulan lalu,Negatif
"Hemm... Sampel Pencitnya Nampol bingit, Bebej/ Ayam Gorengnya... Gurih, Enak... bumbunya meresap... wis pokoknya Sedap... Mantaaff 👍👍 …",2 tahun lalu,Positif
"tempatnya luas...bersiih...
 bebeknya empuuk..dgn ciri khas sambel pencit
 mantaap 👍👍 …",2 tahun lalu,Positif
Tiap pulang selalu makan bebek sinjay. Kualitas tidak seperti dulu. Ukuran bebek tergolong kecil. Staff kurang banyak untuk tempat yang luas jadi banyak piring kotor telat dibersihkan. Hal yang sangat disayangkan sambalnya yang tidak …,setahun lalu,Campuran
"Untuk tempat makan seramai ini kurang
 Servis yg baik dibutuhkan tenaga kerja lagi harusnya biar tempat masih enak buat makab",6 bulan lalu,Negatif
Udah bayar antri ambil makanan bisa 1 jam. Seperti anti pemberian sembako gratis.,6 bulan lalu,Negatif
Dari 3 bebek sinjay di Bangkalan ini yang paling sering ku kunjungi sebab ada di jalan ke arah Pamekasan. Dari ketiganya ini yang paling kecil. Rasa makanannya tetep juara namun layanannya kayaknya perlu ditingkatkan dalam hal keramahan pramusaji,10 bulan lalu,Campuran
"Rasa nikmat, harga bersahabat.
 Tempat cukup nyaman, luas dengan tambahan beberapa fasilitas.
 Toilet, mushola.",setahun lalu,Positif
"Pelayanan lumayan cepat, parkir luas",5 bulan lalu,Positif
Makanan yg enak tempatnya juga bagus masjidnya sangat bagus top markotop,4 bulan lalu,Positif
"Enak dan rasa masakannya suka bikin kangen, untuk tempat pengambilan pesanannya mungkin bisa diatur lebih rapi krn orang bergerombol, kesulitan jika mengambil pesanan untungx tetap dipanggil sesuai antrean",11 bulan lalu,Positif
Tempat parkir dan resto luas. Kamar mandi bersih. Makanan sudah pasti enak,setahun lalu,Positif
Bebek goreng ter-enak. Wajib dikunjungi kalau ke Madura.,setahun lalu,Positif
"Baru pertama kali kesini, alhamdulillah ga rame tempat yg luas, biasanya klo lewat rame terus wkwk",setahun lalu,Positif
"Sudah ke sekian kali nya makan disini..bebek nya enak, cuma sambelnya dikit bangett hehe.",6 bulan lalu,Positif
"aneh yang cabang ini, toilet dan musholla kok jauh amat jaraknya.makanan dingin. meja terlihat kotor. …",setahun lalu,Negatif
"1. Tempat makan dan parkiran luas, tapi kamar mandi kotor, banyak piring bekas makan, meja , kursi pengunjung yang tidak langsung dibersihkan.
 2. Belum pernah coba ayam, bebeknya enak empuk dan bumbu terasa, sambal mangga …",setahun lalu,Campuran
Sayangnya tidak disediakan tisu :),5 bulan lalu,Negatif
"Buka jam 8,, datang jam 8 belum ready karena masih ada pesanan..
 D tnya brp lama lagi jawabannya tdk bisa diprediksi..
 Laah kalau kyk gt gak usah buka rumah makan kalii.. Ambil orderan online aja..
 Pelayanannya gak informatif..",8 bulan lalu,Negatif
Bebek terkenal di madura. Cabang ini sangat dekat dengan jembatan suramadu.,4 bulan lalu,Positif
"Harga makanannya standar, daging bebeknya empuk & sambel mangganya mantap",5 bulan lalu,Positif
Salah satu tempat pecinta kuliner yg sangat kondang...apa lg bagi penikmat masakan Bebek..rasanya topmarkotopppp,2 tahun lalu,Positif
Bebeknya trlalu kecil utk harga 25.. self srrvice kalau bisa diberi tisu di nampan.. sperti klau d McD.. soalnya ndk ada tisu d meja,9 bulan lalu,Negatif
Makanan dan Suasana lumayan bagus. Hanya layanan sepertinya agak kurang.,5 bulan lalu,Campuran
"Lagi rame karena masih suasana lebaran, minta tolong karyawannya ditambah, yang beli numpuk2, yg ngelayanin cuman 2 org",6 bulan lalu,Negatif
"Saat tiba makan malam, suasana sangat ramai. Makanan khas bebek sinjay menjadi pilihan penggemar kuliner. Di area ini terdapat kios oleh-oleh juga. Untuk tempat ibadah juga tersedia musholla. Fasilitas lain, terdapat toilet dan parkir yg luas",setahun lalu,Positif
"Bebek terenak yang pernah saya makan, kalo ke madura jangan sampe ngga kesini 🔥 …",5 bulan lalu,Positif
"Tempatnya luas, parkiran juga luas, makanan khas yang tidak bisa dilewatkan saat ke madura",setahun lalu,Positif
Ramai dan pegawai kurang ramah terhadap pelanggan,1 hari lalu,Negatif
"Makanannya semua enak, harga sesuai, tp sayang tempatnya agak kotor dan mas masnya agak jutek.",7 bulan lalu,Campuran
"Harga Bebek Seporsi 28K include minuman nya
 Worth it harga segitu dengan Tempat Bersih",setahun lalu,Positif
"Makanan enak, meskipun antri yg lumayan tapi terbayarkan dengan rasanya",5 bulan lalu,Positif
Paket nasi bebek dan ayam dengan sambal pencit,11 bulan lalu,Positif
"Tempat luas, parkiran nyaman, bersebelahan dengan pom bensin..mungkin jika ada akses lngsng ke pom bensin akan menjadi nilai plus..
 Sekedar usulan..mngkn jika menyediakan menu bebek utuh dan vakum untuk buah tangan akan sangat cocok terutama bagi pengunjung luar kota..",setahun lalu,Positif
Enak dan gk nyangka cepat saji ternyata,6 hari lalu,Positif
Enak. Tempat luas. Tarif parkir standar Surabaya. Lebih mahal dibanding sekitar. Harga yg hrs dibayar lebih mahal dr harga yg tertera di nota pesanan. Sy pesan 4 porsi makan di tempat. Di nota 4 x 28rb = 112rb. Tp disuruh bayar 140rb,setahun lalu,Campuran
"Kenyamanan cukup baik, toilet cukup, hanya kurang perhatian saja sampai becek, antrian pembelian tidak teratur harus berpikir ulang jika ingin membeli, parkir luas, semoga ad perbaikan dri sisi pengelola. 👍 …",setahun lalu,Positif
"Rekomendasi masakan khas madura, terutama menu bebeknya 😊😊 …",setahun lalu,Positif
"Ramai saat lebaran. Bebek nya empuk parkiran luas, ada mushola",6 bulan lalu,Positif
"BEBEK, AYAM, JEROHANNYA EMPUK BANGEET, DIPRESTO 👍
 
 Nasi bebek inc es jeruk 4 porsi 115rb. Terhitung murah dengan porsi NASI BANYAK, …",setahun lalu,Positif
"antrinya lama, pelayanan kurang cepat, meja kotor lama dibersihkan, mungkin bisa di tambah karyawannya",6 bulan lalu,Negatif
"Mumpung ke Surabaya sekalian nyebrang ke Pulau Madura. Dari jembatan Suramadu agak jauh ternyata perlu hampir setengah jam perjalanan. Saat kedatangan disini tidak terlalu ramai. Saat datang langsung pesan, bayar, dan ambil makanan dan …",setahun lalu,Positif
"Bebek dan ayamnya terlalu kering dan keras, pelayanannya kurang ramah dan area makan sangat kotor..meja berdebu dan lantai banyak tisu yg berserakan..",setahun lalu,Negatif
"Simpel, cepat, enak dan murah. 80 ribu dapet 3 porsi udah sama es teh manis. Bebeknya juga gak banyak lemaknya. Sambel mangganya top.",setahun lalu,Positif
tempat luas..cuma emang saking luasnya kebersihan meja cust kurang diperhatikan..sistem ordernya bagus. rasanya juga lumayan. harganya murah seporsi sekitar 26rban udah sama minum...coba sendiri biar ngga penasaran,setahun lalu,Positif
"Bebeknya empuk, sambal mangga asam manis pedas bikin merem melek",2 tahun lalu,Positif
"Dibandingkan dengan yang di warung/toko/resto yang di ketengan awal disini memang lebih cozy namun porsi ayam dan bebeknya itu lho, hampir CUMA setengah dari porsi yang di resto awal. Dan pembelian take home 2 Maret 2022 itu baik ayam atau bebeknya kurang kering, masih terlalu basah.",setahun lalu,Campuran
Cabang baru ini.. Klo ke arah timur gak perlu lagi ke Bangkalan cuma untuk makan bebek Sinjai. Tinggal mampir ke cabangnya ini.. Deket sama pertigaan suramadu..,10 bulan lalu,Positif
Pelayan kurang baik,2 minggu lalu,Negatif
Tempat luas.mushola bagus dan bersih.bebeknya terlalu matang jadinya ulet juga termasuk ukuranya kecil nasinya terlalu kering pelayan e pelit.nambah extra sambal saja g di kasih (sambalnya sedikit),setahun lalu,Campuran
"Suka banget makan disini meski antrian mengular. Meski di Surabaya ada, tapi kalau langsung yang di Madura rasanya lebih mantap",9 bulan lalu,Positif
"Makanannya enak...
 Tapi kurang bersih tempatnya beda dengan satunya... Saya melihat ada tikus di atas berlarian di besi besi Pilar... Semoga segera ter atasi",setahun lalu,Negatif
"Kekurangan karyawan. Ketika antrean pengambilan makanan penuh, kasir ditinggal begitu saja untuk melayani makanan. Jadi antrean di kasir memanjang. Pelayanan nggak jelas aja menurutku, dg jumlah pengunjung yg begitu banyak",11 bulan lalu,Negatif
"Rasa nikmat, harga normal, porsi sedang, parkir mobil luas, pelayanan cepat, minus tidak bisa memilih bagian bebek yg kita mau, dan tidak ada pilihan sambal",setahun lalu,Positif
"Siapa yang ga suka bebek.. di tempat ini bebek nya di goreng garing dan masih basah di dalam, potongan nya cukup besar dan rasanya enak.. harga masih wajar kok. Tempat nya luas dan bersih.. parkiran luas. Bis pun bisa masuk ke area parkir. …",setahun lalu,Positif
Harus diperbaiki toiletnya agar pengunjung lebih nyaman. Tempat wudhu dan masjid semoga semakin ditingkatkan kebersihannya.,8 bulan lalu,Negatif
"rasa masakan sdh ok tapi tempat kurang bersih terutama kamar mandi dan meja makannya msh berdebu, sedikit dipercantik untuk penyajian menu ya",setahun lalu,Campuran
Tempatnya besar & parkiran mobil motor aman & luas,3 bulan lalu,Positif
Dari pada yang masih ke bebek sinjay kebarat untuk arah Pamekasan Surabaya bolehlah mampir yg disini.ga terlalu lama antrinya . Dari segi sambel masih endul hang di bebek sinjay yg lama tapi 🤗 …,setahun lalu,Positif
"Salah satu makanan khas daerah yg paling enak, apalagi setelah buka cabang di dekat suramadu, jadi ga ada alesan lagi untuk engga mampir, apalgi sambel mangga nya enakkkkkk banget, terus bebek nya juga empukkk bange",setahun lalu,Positif
"Cepet banget emang kalo order di Bebek Sinjay. Ga dine-in ga takeaway, cepet banget pelayanannya. Semoga bisa ditambah tempat berteduh di parkirannya.",setahun lalu,Positif
Rasa tetap enak dr dulu,9 bulan lalu,Positif
"Menunya memang Bebek Goreng. Kalau soal rasa memang enak, sambal mangganya pas menurut saya. Walau saya bukan yg suka pedas, tapi sambal mangganya cukup lah untuk saya tidak bikin mules. Untuk yang suka pedas pasti pas. Bebek gorengnya …",2 tahun lalu,Positif
Bebeknya lumayan,10 bulan lalu,Positif
"Bebeknya mantap. Kykny butuh oenambahan pelayan, kelamaan nunggu sampek antri",7 bulan lalu,Positif
Rasa Nasi bebeknya ngangenin. Bisa jadi ampiran kalo ke madura,setahun lalu,Positif
"Harganya 28rb/porsi udah plus minuman.Bebek gorengnya besar², nasinya banyak tapi sambelnya cuma dikit dan sebagai pecinta pedas ini sambelnya krg pedas sih🌶 …",setahun lalu,Positif
Rasa bebeknya gak berubah.. nasinya buanyakk cocok bgt buat yg laper perjalanan. Yg masih perlu diperbaiki adalah ANTRIAN mengambil makanannya.,setahun lalu,Positif
Kalo bisa crew utk pelayanan pesan makan & antri ditambah lagi agar makanan cepat disajikan ke pelanggan. Kasihan kan kalo pelanggan sdh cpk2 bepergian jauh. Trus berdiri utk antri bayar. Trus antri berdiri lagi utk ambil makanan. Tp soo far Bebeknya empuk dan enak. Dan sambel pencitnya terasa..,setahun lalu,Campuran
Mahal dan toilet kotor,2 bulan lalu,Negatif
Kamar mandi kurang bersih.. Seharusnya cantumkan harga tiap menu yg ada...,setahun lalu,Negatif
"Parkir luas, fasilitas musholla juga tersedia, selain menu bebek gorengnya yang sudah tidak diragukan lagi, ada menu ayam goreng juga, makanan tersaji masih panaaas.. tapi tetap terasa nikmat, merupakan cabang baru yang lebih dekat dengan pertigaan setelah turun dari jembatan suramadu",2 tahun lalu,Positif
Cabang ketiga Bebek Sinjay di Bangkalan. Lokasi mudah ditemukan. Parkir luas. Area makan juga luas sekali. Harga saat itu 28rb (Nasi Bèbèk plus Minum),setahun lalu,Positif
"Tempatnya luas, makanan enak",9 bulan lalu,Positif
